,Titres,Format Prix,Evaluations (sur 5),Nombre d'évaluations,Liens
69,Carnet Minceur: cahier régime/carnet régime/Agenda Régime/mon agenda minceur/mon agenda de rééquilibrage alimentaire /mon cahier perte de poids le déclic émotionnel,"['Broché 7,99€€']",None,None,https://www.amazon.fr//Carnet-Minceur-r%C3%A9%C3%A9quilibrage-alimentaire-%C3%A9motionnel/dp/B08DC5Y7TJ/ref=sr_1_106?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-106
70,Agenda régime: cahier régime/carnet régime/Mon agenda Régime/mon agenda minceur/mon agenda de rééquilibrage alimentaire /mon cahier perte de poids le déclic émotionnel,"['Broché 7,99€€']",None,None,https://www.amazon.fr//Agenda-r%C3%A9gime-r%C3%A9%C3%A9quilibrage-alimentaire-%C3%A9motionnel/dp/B08DC5VSXR/ref=sr_1_107?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-107
71,"Robots Livre d'activités pour enfants: Age 4 - 8 Ans Filles & Garçons | Cahier D'activités enfants, 88 activités et jeux pour apprendre en s'amusant ... mêlés et plus | Cadeau éducatif 5, 10 ans","['Broché 4,99€€']",None,None,https://www.amazon.fr//Robots-Livre-dactivit%C3%A9s-pour-enfants/dp/B086B9TSVS/ref=sr_1_109?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-109
72,10 recettes minceur au robot cuiseur et conseils diététiques: chiffrage calories SP et PP,"['Format Kindle 1,34€€']","3,8",6,https://www.amazon.fr//recettes-minceur-cuiseur-conseils-di%C3%A9t%C3%A9tiques-ebook/dp/B073SK6429/ref=sr_1_110?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-110
73,"Cuisine minceur - 250 recettes testées, goûtées et appréciées","['Format Kindle 7,99€€', 'Poche 10,50€€']","4,1",21,https://www.amazon.fr//Cuisine-minceur-recettes-test%C3%A9es-appr%C3%A9ci%C3%A9es/dp/275408309X/ref=sr_1_111?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-111
74,"Super smoothies : 100 recettes délicieuses, stimulantes et nutritives préparées avec des superaliments","['Relié 16,95€€']","4,7",22,https://www.amazon.fr//Super-smoothies-d%C3%A9licieuses-stimulantes-superaliments/dp/8862296843/ref=sr_1_112?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-112
75,"Cahier Mes Recettes de Soupes Végétariennes: Livre pour écrire ses recettes de potages, veloutés, gaspachos,… préférées | Carnet de 60 Fiches à ... de soupes froides et chaudes fait maison","['Broché 7,99€€']",None,None,https://www.amazon.fr//Cahier-Mes-Recettes-Soupes-V%C3%A9g%C3%A9tariennes/dp/B08KT63S8H/ref=sr_1_113?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-113
76,"Mon robot & moi, on cuisine comme ça !","['Relié 8,95€€']","4,3",216,https://www.amazon.fr//Mon-robot-moi-cuisine-comme/dp/2035933951/ref=sr_1_114?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-114
77,Calendrier 365 recettes légères Marmiton - L'Année à Bloc,"['Broché 11,90€€']","4,2",30,https://www.amazon.fr//Ann%C3%A9e-Bloc-recettes-l%C3%A9g%C3%A8res-Marmiton/dp/2809658048/ref=sr_1_115?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-115
78,"Mes recettes: Mon cahier de recettes, Carnet à compléter: pour 100 recettes Livre de cuisine personnalisé à écrire cahier de recettes à remplir Cadeau ... quotidien Fêtes Noël régionales","['Broché 4,58€€']","5,0",1,https://www.amazon.fr//Mes-recettes-compl%C3%A9ter-personnalis%C3%A9-r%C3%A9gionales/dp/108906215X/ref=sr_1_116?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-116
79,Mes Recettes: Livre de recettes À compléter soi-même,"['Broché 6,32€€']",None,None,https://www.amazon.fr//Mes-Recettes-recettes-compl%C3%A9ter-soi-m%C3%AAme/dp/B091WF6ZB4/ref=sr_1_117?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-117
80,Mes recettes rapides: Livre à compléter - 100 Recettes faciles et rapide à noter - Grand Format - 105 Pages.,"['Broché 5,99€€']",None,None,https://www.amazon.fr//Mes-recettes-rapides-compl%C3%A9ter-Recettes/dp/B08TWFH1LW/ref=sr_1_118?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-118
81,Mon Cahier De Recettes à Remplir: Livre de Recette a Remplir avec un Sommaire Carnet de Cuisine Pour 100 Recette,"['Broché 5,98€€']",None,None,https://www.amazon.fr//Mon-Cahier-Recettes-Remplir-Sommaire/dp/B084DGWMB3/ref=sr_1_119?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-119
82,Mon Cahier De Recettes à Remplir: Livre de Recette a Remplir avec un Sommaire Carnet de Cuisine Pour 100 Recette,"['Broché 5,98€€']",None,None,https://www.amazon.fr//Mon-Cahier-Recettes-Remplir-Sommaire/dp/B084DGPMQM/ref=sr_1_120?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-120
83,Mes petites recettes magiques à moins de 300 calories (Mes petites recettes magiques - Poche),"['Poche 6,00€€', 'Format Kindle 4,99€€']","4,1",241,https://www.amazon.fr//petites-recettes-magiques-moins-calories-ebook/dp/B01N6E8HWA/ref=sr_1_121?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-121
84,Les robots,"['Broché 7,95€€']","4,8",41,https://www.amazon.fr//robots-Cathy-Franco/dp/2215142715/ref=sr_1_122?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-122
85,200 recettes smoothies,"['Broché 1,49€€']","4,0",28,https://www.amazon.fr//200-recettes-smoothies-Collectif/dp/2501101855/ref=sr_1_123?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-123
86,Les robots et l'IA (ancien Robots) - abandon,"['Format Kindle 5,99€€', 'Relié 8,90€€']","4,8",13,https://www.amazon.fr//robots-Myriam-Martelle/dp/2745984845/ref=sr_1_124?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-124
87,Les Bienfaits des aliments lactofermentés,"['Broché 14,90€€']","4,8",8,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0549697G6N80QXFQFC7&url=%2FBienfaits-aliments-lactoferment%25C3%25A9s-Philippe-Chavanne%2Fdp%2F2359344730%2Fref%3Dsr_1_125_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-125-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_mtf
88,Agenda minceur 90 jours - mon suivi alimentaire détaillé: v2-1 Cahier régime | 90 jours pour maigrir | carnet regime à compléter sur 90 jours | 21cm x ... broché | planificateur fond gris anthracite,"['Broché 7,99€€']",None,None,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A08297751Q8OW6YQJ6ONW&url=%2FAgenda-minceur-jours-alimentaire-planificateur%2Fdp%2FB08C94RKBT%2Fref%3Dsr_1_126_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-126-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_mtf
89,Mincir sainement avec le régime Okinawa: Les secrets pour vivre en forme jusqu’à 100 ans et plus - Inclus 21 recettes minceur,"['Format Kindle 4,99€€', 'Broché 8,99€€']","3,9",104,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A040933810YLKLVJPA4UE&url=%2FMincir-sainement-avec-r%25C3%25A9gime-Okinawa-ebook%2Fdp%2FB01B4MIVXU%2Fref%3Dsr_1_127_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-127-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_mtf
90,"Le Régime Cétogène: Perdez du poids efficacement avec le régime cétogène - inclus un programme de 14 jours, idéal aussi bien pour les débutants que pour les connaisseurs","['Format Kindle 3,95€€', 'Broché 7,95€€']","3,7",392,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A09823072S7BINM3N0QL3&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-efficacement-programme-connaisseurs%2Fdp%2FB087SN2SSW%2Fref%3Dsr_1_128_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-128-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_mtf
91,BATCH COOKING: Planificateur de 12 Semaines de Menus & Listes de Courses à Découper | Cahier à Remplir pour Organiser les Repas Fait Maison en Famille ou Solo | Cuisine Petit Budget,"['Broché 6,90€€']",None,None,https://www.amazon.fr//BATCH-COOKING-Planificateur-Semaines-Organiser/dp/B08CJJRQ2K/ref=sr_1_129?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-129
92,Agenda minceur: cahier régime/carnet régime/Agenda Régime/mon agenda minceur/mon agenda de rééquilibrage alimentaire /mon cahier perte de poids le déclic émotionnel,"['Broché 7,99€€']",None,None,https://www.amazon.fr//Agenda-minceur-r%C3%A9%C3%A9quilibrage-alimentaire-%C3%A9motionnel/dp/B08DBVQZ65/ref=sr_1_130?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-130
93,"Smoothies : Smoothies pour débutants, livre de recettes de smoothies","['Format Kindle 2,66€€', 'Broché 6,46€€']","4,2",11,https://www.amazon.fr//Smoothies-d%C3%A9butants-livre-recettes-smoothies-ebook/dp/B01MYESBBD/ref=sr_1_131?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-131
94,Recettes minceur aux protéines,"['Format Kindle 3,99€€', 'Relié 7,99€€']","4,2",13,https://www.amazon.fr//Recettes-minceur-prot%C3%A9ines-Corinne-Jausserand/dp/2035859360/ref=sr_1_132?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-132
95,"Robot Livre de Coloriage: Livre de coloriage pour les enfants de 4 à 8 ans, une grande variété de robots, Cadeau d'Anniversaire pour enfant (fille et ... gros livre de coloriage (21,59 x 27,94 cm)","['Broché 3,98€€']","4,3",7,https://www.amazon.fr//Robot-Livre-Coloriage-coloriage-dAnniversaire/dp/B086BBX7GX/ref=sr_1_133?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-133
96,"Cahier de mes Recettes de Soupes Asiatiques: Livre pour écrire ses recettes de potages, veloutés, gaspachos,… préférées | Carnet de 60 Fiches à ... de soupes froides et chaudes fait maison","['Broché 7,99€€']","1,0",1,https://www.amazon.fr//Cahier-mes-Recettes-Soupes-Asiatiques/dp/B08KTBMTLK/ref=sr_1_134?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-134
97,"Livre de recettes personnalisées: Ce carnet de recettes est cahier de recettes à remplir/cahier recette cuisine vierge à compléter/ Soit pour faire un dessert, une patisserie, des repas diététiques…","['Broché 7,99€€']",None,None,https://www.amazon.fr//Livre-recettes-personnalis%C3%A9es-patisserie-di%C3%A9t%C3%A9tiques/dp/1679913069/ref=sr_1_135?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-135
98,"Recettes du bonheur: Notez vos idées d'entrées, plats et desserts | 100 recettes à remplir | cadeau idéal à offrir pour un amateur de cuisine","['Broché 5,99€€']",None,None,https://www.amazon.fr//Recettes-bonheur-dentr%C3%A9es-desserts-recettes/dp/B08TL7RKPV/ref=sr_1_136?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-136
99,Mon Cahier De Recettes à Remplir: Livre de Recette a Remplir avec un Sommaire Carnet de Cuisine Pour 100 Recette,"['Broché 5,98€€']","3,0",2,https://www.amazon.fr//Mon-Cahier-Recettes-Remplir-Sommaire/dp/B084DGX2CP/ref=sr_1_137?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-137
100,JOURNAL RECETTES DE SUSHIS: Carnet de recettes de sushis: Carnet de 100 pages de recettes de sushis à compléter grâce à ses pages prés-remplies - Idéal pour créer vos recettes.,"['Broché 4,99€€']",None,None,https://www.amazon.fr//JOURNAL-RECETTES-SUSHIS-compl%C3%A9ter-pr%C3%A9s-remplies/dp/B08MHRRL7Z/ref=sr_1_138?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-138
101,"DU JUS: 55 recettes de jus de fruits et légumes pour commencer à faire de jus pour perdre du poids, faire des jus pour être en bonne santé, faire un nettoyage naturel grâce à une cure de jus","['Broché 9,48€€', 'Format Kindle 2,99€€']","4,2",53,https://www.amazon.fr//DU-JUS-recettes-commencer-nettoyage-ebook/dp/B01DIKLCUK/ref=sr_1_139?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-139
102,Cuisine légère NE - 1001 recettes,"['Relié 9,95€€']","3,9",37,https://www.amazon.fr//Cuisine-l%C3%A9g%C3%A8re-NE-1001-recettes/dp/2263149252/ref=sr_1_140?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-140
103,"Jus détox, Eaux détox & Smoothies détox: 50 Recettes détox pour perdre du poids, gagner de l’énergie et être en bonne forme - Eaux infusées, Smoothies minceur et Jus détox (Recettes boisson détox)","['Format Kindle 2,99€€', 'Broché 7,99€€']","3,8",14,https://www.amazon.fr//Jus-d%C3%A9tox-Eaux-Smoothies-Recettes-ebook/dp/B07R3318WT/ref=sr_1_141?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-141
104,J'ai 4 ans et j'aime les robots: Le livre à colorier pour les enfants de 4 ans qui aime les robots. Album à colorier robot,"['Broché 7,59€€']",None,None,https://www.amazon.fr//Jai-ans-jaime-robots-colorier/dp/1689599731/ref=sr_1_143?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-143
105,Bon Appétit: Livre de recettes pour sauvegarder 100 de vos recettes préférées,"['Broché 6,32€€']",None,None,https://www.amazon.fr//Bon-App%C3%A9tit-recettes-sauvegarder-pr%C3%A9f%C3%A9r%C3%A9es/dp/B08HT86XNT/ref=sr_1_144?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-144
106,"Chers bourrelets, notre histoire d'amour s'arrête aujourd'hui: Agenda Minceur 90 jours | Carnet alimentaire à compléter | Objectif poids, ... une idée, un conseil ou une phrase motivation","['Broché 6,99€€']","5,0",2,https://www.amazon.fr//bourrelets-histoire-damour-sarr%C3%AAte-aujourdhui/dp/B08KGT7FWD/ref=sr_1_145?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-145
107,"MON LIVRE DE RECETTES: LES ALBUMS DE LA VIE VOUS PRESENTE : CARNET DE RECETTE ET DE CUISINE A REMPLIR | GRAND FORMAT 21,5 X 27,9 | A PERSONNALISER | ... A OFFRIR POUR MAMAN OU MAMIE | ORIGINAL |","['Broché 10,99€€']",None,None,https://www.amazon.fr//MON-LIVRE-RECETTES-PRESENTE-PERSONNALISER/dp/B088BHTTXL/ref=sr_1_146?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-146
108,"MON LIVRE DE RECETTES: LES ALBUMS DE LA VIE VOUS PRESENTE : CARNET DE RECETTE ET DE CUISINE A REMPLIR | GRAND FORMAT 21,5 X 27,9 | A PERSONNALISER | ... A OFFRIR POUR MAMAN OU MAMIE | ORIGINAL |","['Broché 12,99€€']",None,None,https://www.amazon.fr//MON-LIVRE-RECETTES-PRESENTE-PERSONNALISER/dp/B0884L92RB/ref=sr_1_147?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-147
109,50 recettes au robot cuiseur cookeo à moins de 300 calories volume 2,"['Format Kindle 2,66€€']","4,4",4,https://www.amazon.fr//recettes-robot-cuiseur-cookeo-calories-ebook/dp/B07PG2WL5J/ref=sr_1_148?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-148
110,Smoothies pour les petits !,"['Broché  5,00€€']","4,5",30,https://www.amazon.fr//Smoothies-pour-petits-Irina-Pawassar/dp/2035926580/ref=sr_1_149?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-149
111,"Cahier de recettes à remplir: Notez vos idées d'entrées, plats et desserts | 100 recettes à remplir | cadeau idéal à offrir pour un amateur de cuisine","['Broché 5,99€€']",None,None,https://www.amazon.fr//Cahier-recettes-remplir-dentr%C3%A9es-desserts/dp/B08TKZNBVN/ref=sr_1_150?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-150
112,"Recettes Light: Parce qu’on peut manger bon et équilibré, profiter de la vie sans les calories.","['Format Kindle 4,30€€', 'Broché 9,71€€']",None,None,https://www.amazon.fr//Recettes-Light-%C3%A9quilibr%C3%A9-profiter-calories/dp/B0892HPX7P/ref=sr_1_151?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-151
113,50 recettes délicieuses de smoothies,"['Format Kindle 3,88€€']","3,9",3,https://www.amazon.fr//recettes-d%C3%A9licieuses-smoothies-Lisa-Cosseaux-ebook/dp/B00LD8NJSS/ref=sr_1_152?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535336&sr=8-152
114,Cookeo : Ma cuisine au Robot cuiseur: Recettes Inratables au Quotidien Rapides et faciles,"['Broché 9,95€€']",None,None,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A00242342AHRMQK5ESKB0&url=%2FCookeo-cuisine-Recettes-Inratables-Quotidien%2Fdp%2FB091WJBHKR%2Fref%3Dsr_1_153_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-153-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_btf
115,Cuisine Avec Thermomix 150 Recettes Faciles et Rapides,"['Broché 11,95€€', 'Format Kindle 5,99€€']","4,3",13,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A028838222Y5EW4D6REUH&url=%2FCuisine-Thermomix-Recettes-Faciles-Rapides%2Fdp%2FB088S9NKK3%2Fref%3Dsr_1_154_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-154-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_btf
116,Carnet suivi perte de poids | Fitness Edition - 365 jours suivi simple et efficace : Suivre chaque jour l’évolution de vos objectifs minceur ou santé,"['Broché 6,93€€']","3,9",3,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A02591813IXEEY9ZU3PCD&url=%2FCarnet-suivi-perte-poids-Fitness%2Fdp%2FB08HGNS644%2Fref%3Dsr_1_155_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-155-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_btf
117,Régime Alimentaire À Faible Teneur En Glucides Pour Débutants: Le Guide Ultime Du Régime À Faible Teneur En Glucides - Ce Qu'il Faut Manger Et Éviter + 50 Recettes Éprouvées Pour Perdre Du Poids,"['Broché 19,95€€', 'Format Kindle 6,95€€']","4,0",2,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A104685733AO4M1KK0X8I&url=%2FR%25C3%25A9gime-Alimentaire-Faible-Glucides-D%25C3%25A9butants%2Fdp%2F1774351196%2Fref%3Dsr_1_156_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535336%26sr%3D8-156-spons%26psc%3D1&qualifier=1618535336&id=7414747903065541&widgetName=sp_btf
118,LA BIBLE DU FOUR: 500 Recettes incontournables Pour cuisiner au quotidien,"['Broché 12,90€€', 'Format Kindle 5,99€€']","3,0",2,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A03089651HHFCTPYGXHLT&url=%2FBIBLE-DU-FOUR-incontournables-quotidien%2Fdp%2FB08FNJK61W%2Fref%3Dsr_1_145_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535337%26sr%3D8-145-spons%26psc%3D1&qualifier=1618535337&id=7606916451833514&widgetName=sp_atf_next
119,"Régime Cétogène: Le Guide Complet pour Perdre du Poids, Améliorer votre Mode de Vie Grâce à un Plan Alimentaire Comprenant des Recettes à IG Bas que vous Pourrez Combiner avec le Jeûne Intermittent","['Broché 13,61€€', 'Format Kindle 5,99€€']","4,5",15,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A00500992K18Q98JCLTCE&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-Alimentaire-Comprenant-Intermittent%2Fdp%2FB08DSSZFV3%2Fref%3Dsr_1_146_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535337%26sr%3D8-146-spons%26psc%3D1&qualifier=1618535337&id=7606916451833514&widgetName=sp_atf_next
120,Bowlfood Minceur - Mes petites recettes à index glycémiques bas,"['Broché 14,90€€']","3,7",17,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A05498852YZLWFQYRWK03&url=%2FBowlfood-Minceur-petites-recettes-glyc%25C3%25A9miques%2Fdp%2F2359344749%2Fref%3Dsr_1_147_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535337%26sr%3D8-147-spons%26psc%3D1&qualifier=1618535337&id=7606916451833514&widgetName=sp_atf_next
121,Les Bienfaits des aliments lactofermentés,"['Broché 14,90€€']","4,8",8,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0549697G6N80QXFQFC7&url=%2FBienfaits-aliments-lactoferment%25C3%25A9s-Philippe-Chavanne%2Fdp%2F2359344730%2Fref%3Dsr_1_148_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brobot%2Brecettes%2Bminceur%26qid%3D1618535337%26sr%3D8-148-spons%26psc%3D1&qualifier=1618535337&id=7606916451833514&widgetName=sp_atf_next
122,"Cahier Mes Recettes de Soupes Poissons & Crustacés: Livre pour écrire ses recettes de potages, veloutés, gaspachos,… préférées | Carnet de 60 Fiches à ... de soupes froides et chaudes fait maison","['Broché 7,99€€']",None,None,https://www.amazon.fr//Cahier-Recettes-Soupes-Poissons-Crustac%C3%A9s/dp/B08KT5X466/ref=sr_1_149?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-149
123,"Cahier Mes Recettes de Soupes Végétariennes: Livre pour écrire ses recettes de potages, veloutés, gaspachos,… préférées | Carnet de 60 Fiches à ... de soupes froides et chaudes fait maison","['Broché 7,99€€']",None,None,https://www.amazon.fr//Cahier-Mes-Recettes-Soupes-V%C3%A9g%C3%A9tariennes/dp/B08KT2BTQ2/ref=sr_1_150?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-150
124,50 recettes au robot cuiseur cookeo à moins de 300 calories volume 2,"['Format Kindle 2,66€€']","4,4",4,https://www.amazon.fr//recettes-robot-cuiseur-cookeo-calories-ebook/dp/B07PG2WL5J/ref=sr_1_151?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-151
125,"Mes recettes favorites - Carnet de recettes à compléter: 123 pages, 18 x 25 cm. | Cahier ligné de 60 recettes à remplir, cadeau idéal à personnaliser pour cuisiniers ou gourmands","['Broché 6,99€€']",None,None,https://www.amazon.fr//Mes-recettes-favorites-personnaliser-cuisiniers/dp/B0851M4GJS/ref=sr_1_152?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-152
126,"Cahier Mes Recettes de Soupes pour mon BEBE: Livre pour écrire ses recettes de potages, veloutés, gaspachos,… préférées | Carnet de 60 Fiches à ... de soupes froides et chaudes fait maison","['Broché 7,99€€']",None,None,https://www.amazon.fr//Cahier-Recettes-Soupes-pour-BEBE/dp/B08KTP1N5Z/ref=sr_1_153?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-153
127,"Cahier Mes Recettes de Soupes pour mon BEBE: Livre pour écrire ses recettes de potages, veloutés, gaspachos,… préférées | Carnet de 60 Fiches à ... de soupes froides et chaudes fait maison","['Broché 7,99€€']",None,None,https://www.amazon.fr//Cahier-Recettes-Soupes-pour-BEBE/dp/B08KTNGHNQ/ref=sr_1_154?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-154
128,Bon Appétit: Livre de recettes pour sauvegarder 100 de vos recettes préférées,"['Broché 6,32€€']",None,None,https://www.amazon.fr//Bon-App%C3%A9tit-recettes-sauvegarder-pr%C3%A9f%C3%A9r%C3%A9es/dp/B08HT86XNT/ref=sr_1_155?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-155
129,"Cahier de recettes à remplir: Notez vos idées d'entrées, plats et desserts | 100 recettes à remplir | cadeau idéal à offrir pour un amateur de cuisine","['Broché 5,99€€']",None,None,https://www.amazon.fr//Cahier-recettes-remplir-dentr%C3%A9es-desserts/dp/B08TLN6HRV/ref=sr_1_156?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-156
130,"Recettes du bonheur: Notez vos idées d'entrées, plats et desserts | 100 recettes à remplir | cadeau idéal à offrir pour un amateur de cuisine","['Broché 5,99€€']",None,None,https://www.amazon.fr//Recettes-bonheur-dentr%C3%A9es-desserts-recettes/dp/B08TL7RKPV/ref=sr_1_157?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-157
131,Simplissime 100 recettes : Objectif minceur,"['Broché 5,95€€', 'Format Kindle 4,49€€']","4,2",260,https://www.amazon.fr//Simplissime-100-recettes-Objectif-minceur/dp/2017089451/ref=sr_1_159?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-159
132,"Mes recettes de petit chef - Carnet à compléter: 123 pages, 18 x 25 cm. | Cadeau idéal pour les premières recettes d'un enfant : Cahier ligné de 60 recettes à remplir et à personnaliser","['Broché 6,99€€']",None,None,https://www.amazon.fr//Mes-recettes-petit-chef-personnaliser/dp/B0851M29XX/ref=sr_1_160?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-160
133,"Cahier de recettes à remplir: Notez vos idées d'entrées, plats et desserts | 100 recettes à remplir | cadeau idéal à offrir pour un amateur de cuisine","['Broché 5,99€€']",None,None,https://www.amazon.fr//Cahier-recettes-remplir-dentr%C3%A9es-desserts/dp/B08TMTZHMX/ref=sr_1_161?dchild=1&keywords=livre+robot+recettes+minceur&qid=1618535337&sr=8-161
