,Titres,Format Prix,Evaluations (sur 5),Nombre d'évaluations,Liens
73,"MES 100 RECETTES de CUISINE MINDEUR A compléter, cuisiner et savoure: Livre de recettes à écrire soi-même I Carnet du Fait MaisonI DIY I Cétogène I ... II Batch Cooking I Vegan I Végétarien","['Broché 9,38€€']",None,None,https://www.amazon.fr//RECETTES-CUISINE-MINDEUR-compl%C3%A9ter-cuisiner/dp/B08BDZ2HFB/ref=sr_1_112?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-112
74,"Mes 100 recettes IG BAS - A compléter, cuisiner et savourer: Carnet, livre et cahier de cuisine à écrire, remplir & compléter soi-même I Noël I Idée ... et favoriser la perte de poid (amaigrissant)","['Broché 11,96€€']","3,5",5,https://www.amazon.fr//Mes-100-recettes-BAS-amaigrissant/dp/B08F65S89R/ref=sr_1_113?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-113
75,"Les recette de mamie: Livre de recettes à compléter: Carnet pour 102 recettes | Format A4, 209 pages | 2 pages par recette. Ce Livre de Cuisine Vierge ... Écrire et Transmettre vos Astuces de Famille.","['Broché 6,99€€']",None,None,https://www.amazon.fr//recette-mamie-recettes-compl%C3%A9ter-Transmettre/dp/B08YQR699Z/ref=sr_1_114?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-114
76,Mangez sain mangez bien avec Cookeo,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,5",345,https://www.amazon.fr//Mangez-sain-mangez-bien-Cookeo/dp/2035955173/ref=sr_1_115?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-115
77,40 Recettes de Smoothie faciles pour tous les jours: De la recette hypocalorique à la bombe à énergie pure,"['Format Kindle 4,99€€', 'Broché 5,99€€']","3,6",11,https://www.amazon.fr//Recettes-Smoothie-faciles-pour-jours/dp/1722809841/ref=sr_1_116?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-116
78,Régime Cétogène: Perdre jusqu’à 10kg en quelques jours,"['Broché 7,87€€', 'Format Kindle 2,99€€']","3,2",109,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A026254834VHE5WAX6WDJ&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-Perdre-jusqu%25C3%25A0-quelques%2Fdp%2F1975650492%2Fref%3Dsr_1_117_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529737%26sr%3D8-117-spons%26psc%3D1&qualifier=1618529737&id=8419359329788928&widgetName=sp_mtf
79,Mon Agenda minceur: objectif 90 jours journal motivant de suivi de regime 100 pages format pratique A5,"['Broché 6,99€€']","3,0",1,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A08406002KUTCSW2IWF9H&url=%2FMon-Agenda-minceur-objectif-motivant%2Fdp%2FB08NTST58K%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529737%26sr%3D8-118-spons%26psc%3D1&qualifier=1618529737&id=8419359329788928&widgetName=sp_mtf
80,Agenda minceur 90 jours - mon suivi alimentaire détaillé: v2-1 Cahier régime | 90 jours pour maigrir | carnet regime à compléter sur 90 jours | 21cm x ... broché | planificateur fond gris anthracite,"['Broché 7,99€€']",None,None,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0855182SSS683KFQT2I&url=%2FAgenda-minceur-jours-alimentaire-planificateur%2Fdp%2FB08C94RKBT%2Fref%3Dsr_1_119_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529737%26sr%3D8-119-spons%26psc%3D1&qualifier=1618529737&id=8419359329788928&widgetName=sp_mtf
81,La méthode 10/10 : ce livre fait perdre 10 kg et vivre 10 ans de plus,"['Format Kindle 9,99€€', 'Broché 24,90€€']","3,7",649,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A03759771BJ25AE9X5VX7&url=%2Fm%25C3%25A9thode-10-livre-perdre-vivre%2Fdp%2FB01LR5C5B8%2Fref%3Dsr_1_120_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529737%26sr%3D8-120-spons%26psc%3D1&qualifier=1618529737&id=8419359329788928&widgetName=sp_mtf
82,Mieux manger toute l'année - 2020,"['Format Kindle 14,99€€', 'Broché 19,90€€']","4,5",1498,https://www.amazon.fr//Mieux-manger-toute-lann%C3%A9e-2020-ebook/dp/B08465P9C9/ref=sr_1_121?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-121
83,"La cuisine à IG bas, c'est bon pour moi !","['Format Kindle 8,99€€', 'Broché 12,90€€']","4,6",266,https://www.amazon.fr//cuisine-bas-cest-bon-pour/dp/2035972493/ref=sr_1_122?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-122
84,Régime IG - Perdez 3 kilos dès la première semaine,"['Broché 8,00€€']","3,8",89,https://www.amazon.fr//R%C3%A9gime-IG-Perdez-premi%C3%A8re-semaine/dp/2359344765/ref=sr_1_123?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-123
85,Régime Keto pour débutants: Défi de 21 jours pour convertir votre corps en une machine à brûler les graisses pour vivre plus sainement + 75 Recettes Cétogènes Adaptées (Régime Cétogène),"['Broché 7,99€€', 'Format Kindle 3,99€€']","3,8",60,https://www.amazon.fr//R%C3%A9gime-Keto-pour-d%C3%A9butants-convertir/dp/1713287668/ref=sr_1_124?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-124
86,Bowls Fait Maison repas minceur & équilibrés 80 fiches recettes à remplir: Livre de cuisine à compléter⎪fiches préformatées ⎪bouddha bowl bowlcake poke bowl⎪grande format,"['Broché 8,99€€']",None,None,https://www.amazon.fr//Maison-minceur-%C3%A9quilibr%C3%A9s-recettes-remplir/dp/B08NZ5V184/ref=sr_1_125?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-125
87,Les recettes healthy de Margot,"['Format Kindle 10,99€€', 'Broché 19,90€€']","4,4",98,https://www.amazon.fr//recettes-healthy-Margot-MARGOT-biendansmonslip/dp/B07NMNC86R/ref=sr_1_126?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-126
88,En 2H je cuisine light pour toute la semaine,"['Broché 19,95€€', 'Format Kindle 14,99€€']","4,3",936,https://www.amazon.fr//cuisine-light-pour-toute-semaine/dp/2017059757/ref=sr_1_127?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-127
89,Le nouveau Régime IG : Index Glycémique. Maigrir en maîtrisant sa glycémie,"['Broché 16,00€€', 'Format Kindle 10,99€€']","4,4",680,https://www.amazon.fr//nouveau-R%C3%A9gime-IG-Glyc%C3%A9mique-ma%C3%AEtrisant/dp/2916878629/ref=sr_1_128?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-128
90,Recettes à l'extracteur de jus: 140 recettes pour faire le plein de vitamines,"['Relié 9,95€€']","4,4",708,https://www.amazon.fr//Recettes-lextracteur-jus-recettes-vitamines/dp/2035934184/ref=sr_1_129?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-129
91,"Le Régime Cétogène: Perdez du poids efficacement avec le régime cétogène - inclus un programme de 14 jours, idéal aussi bien pour les débutants que pour les connaisseurs","['Broché 7,95€€', 'Format Kindle 3,95€€']","3,7",393,https://www.amazon.fr//R%C3%A9gime-C%C3%A9tog%C3%A8ne-efficacement-programme-connaisseurs/dp/B087SN2SSW/ref=sr_1_130?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-130
92,Cuisine facile et rapide avec la friteuse à air: 100 Recettes rapides et faciles : Recettes simples et saines pour tous les jours ; Recettes saines et rapides (Livre de recettes friteuse sans huile),"['Format Kindle 3,99€€', 'Broché 9,95€€']","4,0",140,https://www.amazon.fr//Cuisine-facile-rapide-avec-friteuse-ebook/dp/B07VLRQLWF/ref=sr_1_131?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-131
93,Le meilleur régime du monde: Le meilleur régime du monde : Dietary Approaches to Stop Hypertension,"['Broché 18,00€€', 'Format Kindle 12,99€€']","4,0",107,https://www.amazon.fr//DASH-meilleur-Dietary-Approaches-Hypertension/dp/B011QKRTIS/ref=sr_1_132?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-132
94,"L'Assiette paléo, 101 recettes spécial force et endurance","['Broché 16,90€€', 'Format Kindle 11,99€€']","4,3",159,https://www.amazon.fr//LAssiette-pal%C3%A9o-recettes-sp%C3%A9cial-endurance/dp/2365491073/ref=sr_1_133?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-133
95,La cuisine gourmande - NE,"['Broché 15,50€€']","4,4",32,https://www.amazon.fr//cuisine-gourmande-NE-Michel-GU%C3%89RARD/dp/2221114108/ref=sr_1_134?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-134
96,Recettes légères et gourmandes avec Steam up,"['Broché 9,95€€']","4,5",49,https://www.amazon.fr//Recettes-l%C3%A9g%C3%A8res-gourmandes-avec-Steam/dp/2035970210/ref=sr_1_135?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-135
97,"Mon cahier bowl cake: Répertoire de vos recettes + 100 fiches illustrées et faciles à remplir pour la préparation de vos Bow Cakes  - gourmandise healthy - taille A4 = 21 x 29,7 cm","['Broché 7,85€€']","5,0",1,https://www.amazon.fr//Mon-cahier-bowl-cake-pr%C3%A9paration/dp/B0863QDBNY/ref=sr_1_136?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-136
98,Bouddha Bowls Plaisir: Livre de recette à remplir⎪80 fiches préformatées ⎪Bowlcake Poke Bowl et toutes vos recettes Bowl⎪Grande format,"['Broché 7,99€€']","3,0",2,https://www.amazon.fr//Bouddha-Bowls-Plaisir-pr%C3%A9format%C3%A9es-Bowl%E2%8E%AAGrande/dp/B08NV41D79/ref=sr_1_137?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-137
99,100 recettes et menus: RECETTES INEDITES A INDEX GLYCEMIQUE BAS,"['Broché 20,50€€']","4,3",71,https://www.amazon.fr//100-Recettes-menus-Michel-Montignac/dp/208120181X/ref=sr_1_138?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-138
100,Ma cuisine IG bas - super facile,"['Broché 6,95€€']","4,2",62,https://www.amazon.fr//Ma-cuisine-IG-bas-facile/dp/2263169490/ref=sr_1_139?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-139
101,Méthode Montignac 50 desserts légers pour maigrir !,"['Broché 14,90€€']","3,6",7,https://www.amazon.fr//M%C3%A9thode-Montignac-desserts-l%C3%A9gers-maigrir/dp/2359344773/ref=sr_1_140?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-140
102,Régime Cétogène: Perdre jusqu’à 10kg en quelques jours,"['Broché 7,87€€', 'Format Kindle 2,99€€']","3,2",109,https://www.amazon.fr//R%C3%A9gime-C%C3%A9tog%C3%A8ne-Perdre-jusqu%C3%A0-quelques/dp/1975650492/ref=sr_1_141?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-141
103,Un bowl et c'est tout !,"['Format Kindle 5,99€€', 'Relié  7,99€€']","4,4",58,https://www.amazon.fr//bowl-cest-tout-M%C3%A9lanie-Martin/dp/2017059595/ref=sr_1_142?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-142
104,Ma boulangerie maison avec Companion,"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,6",503,https://www.amazon.fr//Ma-boulangerie-maison-avec-Companion/dp/2035970350/ref=sr_1_143?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-143
105,Mes Recettes Minceur: Carnet Pré-rempli pour enregistrer vos 50 recettes de régime préféré,"['Broché 5,90€€']",None,None,https://www.amazon.fr//Mes-Recettes-Minceur-Pr%C3%A9-rempli-enregistrer/dp/B08X5ZFKCM/ref=sr_1_144?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-144
106,"Mes 100 recettes Minceur - A compléter, cuisiner et savourer: Carnet, livre et cahier de cuisine à écrire, remplir & compléter soi-même I Noël I Idée ... toi en main avec tes recettes personnalisées","['Broché 10,72€€']",None,None,https://www.amazon.fr//Mes-100-recettes-Minceur-personnalis%C3%A9es/dp/B08F6Y3T5Z/ref=sr_1_145?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-145
107,Le Gros livre de la minceur,"['Relié 29,90€€']","4,6",6,https://www.amazon.fr//Gros-livre-minceur-Xavier-Jacbos/dp/2875574019/ref=sr_1_146?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-146
108,Mon cahier minceur printemps-été,"['Broché 7,90€€']","4,4",35,https://www.amazon.fr//cahier-minceur-printemps-%C3%A9t%C3%A9-H%C3%A9l%C3%A8ne-DEFRETIN/dp/226317043X/ref=sr_1_147?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-147
109,Friteuse à air: 130 Recettes faciles et rapides,"['Broché 9,99€€']","3,6",46,https://www.amazon.fr//Friteuse-air-Recettes-faciles-rapides/dp/B086PLBT6B/ref=sr_1_148?dchild=1&keywords=livre+recettes+minceur&qid=1618529737&sr=8-148
110,"Le Régime Cétogène: Perdez du poids efficacement avec le régime cétogène - inclus un programme de 14 jours, idéal aussi bien pour les débutants que pour les connaisseurs","['Broché 7,95€€', 'Format Kindle 3,95€€']","3,7",393,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A09823072S7BINM3N0QL3&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-efficacement-programme-connaisseurs%2Fdp%2FB087SN2SSW%2Fref%3Dsr_1_149_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529737%26sr%3D8-149-spons%26psc%3D1&qualifier=1618529737&id=8419359329788928&widgetName=sp_btf
111,"LE RÉGIME ANTI-INFLAMMATOIRE: Programme de 10 semaines et plus de 200 recettes de guérison pour lutter contre l'inflammation et renforcer votre système immunitaire, du petit-déjeuner au dîner","['Format Kindle 7,97€€', 'Broché 15,81€€']","3,6",15,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A08841553ELT6Y3AH4S2D&url=%2FR%25C3%2589GIME-ANTI-INFLAMMATOIRE-linflammation-immunitaire-petit-d%25C3%25A9jeuner%2Fdp%2FB08W7SQGCG%2Fref%3Dsr_1_150_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529737%26sr%3D8-150-spons%26psc%3D1&qualifier=1618529737&id=8419359329788928&widgetName=sp_btf
112,Mincir sainement avec le régime Okinawa: Les secrets pour vivre en forme jusqu’à 100 ans et plus - Inclus 21 recettes minceur,"['Broché 8,99€€', 'Format Kindle 4,99€€']","3,9",104,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A040933810YLKLVJPA4UE&url=%2FMincir-sainement-avec-r%25C3%25A9gime-Okinawa-ebook%2Fdp%2FB01B4MIVXU%2Fref%3Dsr_1_151_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529737%26sr%3D8-151-spons%26psc%3D1&qualifier=1618529737&id=8419359329788928&widgetName=sp_btf
113,"L’Alimentation Santé: Les super-aliments qui soignent - diététique, régimes santé, diétothérapie, prévention et bien-être avec les alicaments","['Format Kindle 2,99€€']","4,2",7,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A008036324IX3BT8E5O6D&url=%2FVotre-sant%25C3%25A9-est-dans-lassiette-ebook%2Fdp%2FB01E94HAXW%2Fref%3Dsr_1_153_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529737%26sr%3D8-153-spons%26psc%3D1&qualifier=1618529737&id=8419359329788928&widgetName=sp_btf
114,La Pâtisserie: Place à la gourmandise !,"['Format Kindle 4,99€€']","4,1",6,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A02801011MMG1QATQ3CTM&url=%2FP%25C3%25A2tisserie-Place-%25C3%25A0-gourmandise-ebook%2Fdp%2FB08P3HRWRV%2Fref%3Dsr_1_154_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529737%26sr%3D8-154-spons%26psc%3D1&qualifier=1618529737&id=8419359329788928&widgetName=sp_btf
115,Carnet suivi perte de poids | Fitness Edition - 365 jours suivi simple et efficace : Suivre chaque jour l’évolution de vos objectifs minceur ou santé,"['Broché 6,93€€']","3,9",3,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A034455636K5FBE5RY1MC&url=%2FCarnet-suivi-perte-poids-Fitness%2Fdp%2FB08HGNS644%2Fref%3Dsr_1_155_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529737%26sr%3D8-155-spons%26psc%3D1&qualifier=1618529737&id=8419359329788928&widgetName=sp_btf
116,"Mes recettes: Livre de vos Recettes, couverture Cuisine Coréenne, à Remplir et Personnaliser. 120 Recettes à Archiver. Cadeau à offrir. Fabriqué en France. Grand Format 21,59 x 27,97 cm.","['Broché 6,99€€']",None,None,https://www.amazon.fr//Mes-recettes-couverture-Personnaliser-Archiver/dp/B084Z4K1H2/ref=sr_1_145?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-145
117,La cuisine gourmande - NE,"['Broché 15,50€€']","4,4",32,https://www.amazon.fr//cuisine-gourmande-NE-Michel-GU%C3%89RARD/dp/2221114108/ref=sr_1_146?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-146
118,Recettes minceur aux protéines,"['Format Kindle 3,99€€', 'Relié 7,99€€']","4,2",13,https://www.amazon.fr//Recettes-minceur-prot%C3%A9ines-Corinne-Jausserand/dp/2035859360/ref=sr_1_147?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-147
119,Simplissime : Le livre de cuisine le + facile du monde,"['Relié 19,95€€', 'Format Kindle 14,99€€']","4,4",1737,https://www.amazon.fr//Simplissime-livre-cuisine-facile-monde-ebook/dp/B075F72VDY/ref=sr_1_148?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-148
120,100 recettes et menus: RECETTES INEDITES A INDEX GLYCEMIQUE BAS,"['Broché 20,50€€']","4,3",71,https://www.amazon.fr//100-Recettes-menus-Michel-Montignac/dp/208120181X/ref=sr_1_149?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-149
121,Petits plats du soir avec thermomix,"['Relié 29,95€€', 'Format Kindle 28,99€€']","4,6",209,https://www.amazon.fr//Petits-plats-soir-avec-thermomix/dp/2035954843/ref=sr_1_150?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-150
122,Mes recettes: livre de recettes à remplir - carnet de cuisine de 100 recettes - format A5 - 105 pages,"['Broché 6,69€€']",None,None,https://www.amazon.fr//Mes-recettes-remplir-carnet-cuisine/dp/B08N3M26G5/ref=sr_1_151?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-151
123,"MES 100 RECETTES de CUISINE MINDEUR A compléter, cuisiner et savoure: Livre de recettes à écrire soi-même I Carnet du Fait MaisonI DIY I Cétogène I ... II Batch Cooking I Vegan I Végétarien","['Broché 9,38€€']",None,None,https://www.amazon.fr//RECETTES-CUISINE-MINDEUR-compl%C3%A9ter-cuisiner/dp/B08BDZ2HFB/ref=sr_1_152?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-152
124,Le Gros livre de la minceur,"['Relié 29,90€€']","4,6",6,https://www.amazon.fr//Gros-livre-minceur-Xavier-Jacbos/dp/2875574019/ref=sr_1_153?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-153
125,Mes Recettes Minceur: Carnet Pré-rempli pour enregistrer vos 50 recettes de régime préféré,"['Broché 5,90€€']",None,None,https://www.amazon.fr//Mes-Recettes-Minceur-Pr%C3%A9-rempli-enregistrer/dp/B08X5ZFKCM/ref=sr_1_154?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-154
126,"Les recette de mamie: Livre de recettes à compléter: Carnet pour 102 recettes | Format A4, 209 pages | 2 pages par recette. Ce Livre de Cuisine Vierge ... Écrire et Transmettre vos Astuces de Famille.","['Broché 6,99€€']",None,None,https://www.amazon.fr//recette-mamie-recettes-compl%C3%A9ter-Transmettre/dp/B08YQR699Z/ref=sr_1_155?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-155
127,"Affirmations, guidances positives et prières: Augmentez votre fréquence de vibration pour utiliser la Loi de l’attraction (La Loi de l'attraction)","['Format Kindle 3,00€€', 'Broché 6,99€€']","4,5",487,https://www.amazon.fr//Affirmations-guidances-positives-pri%C3%A8res-lattraction-ebook/dp/B08F4FVT78/ref=sr_1_156?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-156
128,Mon Régime Paléo: 4 semaines de recettes pour découvrir le régime Paléo,"['Format Kindle 5,33€€', 'Broché 14,66€€']","4,1",22,https://www.amazon.fr//Mon-R%C3%A9gime-Pal%C3%A9o-semaines-d%C3%A9couvrir/dp/1537643452/ref=sr_1_157?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-157
129,Healthy vegan (HEALTHY),"['Relié 29,95€€']","4,5",131,https://www.amazon.fr//Healthy-vegan-Marie-Laforet/dp/2842214684/ref=sr_1_158?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-158
130,LE REGIME IG BAS,"['Relié 19,95€€', 'Format Kindle 14,99€€']","4,5",113,https://www.amazon.fr//REGIME-BAS-Marie-Laure-Andr%C3%A9/dp/2017084484/ref=sr_1_159?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-159
131,IG BAS: Nouvelle édition,"['Relié 9,95€€', 'Format Kindle 7,99€€', 'Broché  9,86€€']","4,5",409,https://www.amazon.fr//IG-BAS-Nouvelle-Marie-Laure-Andr%C3%A9/dp/2017089419/ref=sr_1_160?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-160
132,Calendrier 365 recettes au robot cuiseur - L'Année à Bloc,"['Broché 11,90€€']","4,1",151,https://www.amazon.fr//Calendrier-365-recettes-robot-cuiseur/dp/2809663793/ref=sr_1_161?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-161
133,Recettes faciles pour tous les jours avec companion (Les petits Moulinex/Seb),"['Format Kindle 7,99€€', 'Broché 9,95€€']","4,5",627,https://www.amazon.fr//Recettes-faciles-companion-petits-Moulinex-ebook/dp/B07KT5DCJ2/ref=sr_1_162?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-162
134,"Mes Recettes de Jus de Légumes Minceur: Livre recette extracteur de jus a remplir pour detox, jeune, cuisiner simple ou pour le plaisir du gout. ... pour maigrir ou manger léger | 100 recettes","['Broché 6,99€€']",None,None,https://www.amazon.fr//Mes-Recettes-Jus-L%C3%A9gumes-Minceur/dp/B08KQXVFKM/ref=sr_1_163?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-163
135,"Jus de Légumes Recettes: Livre recette extracteur de jus a remplir pour detox, jeune, cuisiner simple ou pour le plaisir du gout. Carnet de jus de ... pour maigrir ou manger léger | 100 recettes","['Broché 6,99€€']",None,None,https://www.amazon.fr//Jus-L%C3%A9gumes-Recettes-extracteur-cuisiner/dp/B08KQRF3S1/ref=sr_1_164?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-164
136,Régime Cétogène: Perdre jusqu’à 10kg en quelques jours,"['Broché 7,87€€', 'Format Kindle 2,99€€']","3,2",109,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A026254834VHE5WAX6WDJ&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-Perdre-jusqu%25C3%25A0-quelques%2Fdp%2F1975650492%2Fref%3Dsr_1_165_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-165-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_mtf
137,Mon Agenda minceur: objectif 90 jours journal motivant de suivi de regime 100 pages format pratique A5,"['Broché 6,99€€']","3,0",1,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A08406002KUTCSW2IWF9H&url=%2FMon-Agenda-minceur-objectif-motivant%2Fdp%2FB08NTST58K%2Fref%3Dsr_1_166_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-166-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_mtf
138,"LE RÉGIME ANTI-INFLAMMATOIRE: Programme de 10 semaines et plus de 200 recettes de guérison pour lutter contre l'inflammation et renforcer votre système immunitaire, du petit-déjeuner au dîner","['Format Kindle 7,97€€', 'Broché 15,81€€']","3,6",15,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A08841553ELT6Y3AH4S2D&url=%2FR%25C3%2589GIME-ANTI-INFLAMMATOIRE-linflammation-immunitaire-petit-d%25C3%25A9jeuner%2Fdp%2FB08W7SQGCG%2Fref%3Dsr_1_167_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-167-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_mtf
139,La méthode 10/10 : ce livre fait perdre 10 kg et vivre 10 ans de plus,"['Format Kindle 9,99€€', 'Broché 24,90€€']","3,7",649,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A03759771BJ25AE9X5VX7&url=%2Fm%25C3%25A9thode-10-livre-perdre-vivre%2Fdp%2FB01LR5C5B8%2Fref%3Dsr_1_168_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618529738%26sr%3D8-168-spons%26psc%3D1&qualifier=1618529738&id=2692602657419163&widgetName=sp_mtf
140,Hélène Ségara : mes recettes 100 % plaisir et bien-être,"['Relié 15,90€€']","3,9",89,https://www.amazon.fr//H%C3%A9l%C3%A8ne-S%C3%A9gara-recettes-plaisir-bien-%C3%AAtre/dp/250113625X/ref=sr_1_169?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-169
141,Recettes inratables au robot-cuiseur !,"['Relié 15,95€€', 'Format Kindle 10,99€€']","4,6",972,https://www.amazon.fr//Recettes-inratables-robot-cuiseur-%C3%89lise-Delprat-Alvar%C3%A8s/dp/2035934214/ref=sr_1_170?dchild=1&keywords=livre+recettes+minceur&qid=1618529738&sr=8-170
